variable,value,count
precinct,0154.333,2
precinct,0155 WATERVLIET W1 ED2,7
precinct,0155.333,2
precinct,0156 WATERVLIET W1 ED3,7
precinct,0156.333,2
precinct,0157 WATERVLIET W2 ED1,7
precinct,0158 WATERVLIET W2 ED2,7
precinct,0158.333,2
precinct,0159 WATERVLIET W2 ED3,7
precinct,015A,2
precinct,016,25
precinct,016 - ARAGONA,3
precinct,016 - CRADOCK MIDDLE SCHOOL,3
precinct,016 - Deyerle,3
precinct,016 - HICKORY GROVE,3
precinct,016 - LYON VILLAGE,4
precinct,016 - WARD SIXTEEN,3
precinct,016 BURTON TWP A,44
precinct,016 Joseph,3
precinct,016 MONTCLAIR,4
precinct,016 Yale,3
precinct,016/23,10
precinct,016/24,11
precinct,016/25,12
precinct,016/26,9
precinct,016/27,12
precinct,016/28,11
precinct,016/29,10
precinct,016/30,11
precinct,016/31,10
precinct,016/32,11
precinct,016/33,10
precinct,016/34,10
precinct,016/35,10
precinct,016/36,9
precinct,016/37,8
precinct,016/38,11
precinct,016/39,10
precinct,016/40,11
precinct,016/41,9
precinct,016/42,8
precinct,016/43,9
precinct,016/44,12
precinct,016/45,11
precinct,016/46,8
precinct,016/47,12
precinct,016/48,12
precinct,016/49,12
precinct,016/50,8
precinct,016/51,12
precinct,016/52,9
precinct,016/53,9
precinct,016/54,8
precinct,016/55,8
precinct,016/56,9
precinct,016/57,9
precinct,016/58,8
precinct,016/59,8
precinct,016/60,8
precinct,016/61,11
precinct,016/62,11
precinct,016/63,12
precinct,016/64,11
precinct,016/65,12
precinct,016/66,12
precinct,016/67,12
precinct,016/68,10
precinct,016/69,13
precinct,016/70,11
precinct,016/71,10
precinct,016/72,11
precinct,016/73,8
precinct,016/74,9
precinct,016/75,9
precinct,016/76,9
precinct,016/77,9
precinct,016/78,10
precinct,016/79,8
precinct,016/80,11
precinct,016/81,10
precinct,016/82,10
precinct,016/83,9
precinct,016/84,8
precinct,016/85,8
precinct,016/86,8
precinct,016/87,8
precinct,0160,2
precinct,0160 WATERVLIET W3 ED1,7
precinct,0160A,2
precinct,0161 WATERVLIET W3 ED2,7
precinct,0162 WATERVLIET W3 ED3,7
precinct,0162.333,2
precinct,0163 WATERVLIET W4 ED1,7
precinct,0163.581,2
precinct,0164 WATERVLIET W4 ED2,7
precinct,0165 WATERVLIET W4 ED3,7
precinct,0166 WATERVLIET W4 ED4,7
precinct,0167 BERNE ED1,7
precinct,0167.,2
precinct,0168 BERNE ED2,7
precinct,0168.,2
precinct,0169 BERNE ED3,7
precinct,0169.3,2
precinct,016A,2
precinct,017,12
precinct,017 - INDIAN CREEK,3
precinct,017 - LEE-HI,3
precinct,017 - OCEAN PARK,3
precinct,017 - OVERLEE KNOLLS,4
precinct,017 - VICTORY LIFE FELLOWSHIP,3
precinct,017 - WARD SEVENTEEN,3
precinct,017 BURTON TWP B,44
precinct,017 East Brainerd 1|37,5
precinct,017 Kamiah,3
precinct,017/23,11
precinct,017/24,11
precinct,017/25,11
precinct,017/26,9
precinct,017/27,12
precinct,017/28,11
precinct,017/29,10
precinct,017/30,12
precinct,017/31,10
precinct,017/32,10
precinct,017/33,11
precinct,017/34,10
precinct,017/35,10
precinct,017/36,8
precinct,017/37,8
precinct,017/38,11
precinct,017/39,11
precinct,017/40,11
precinct,017/41,9
precinct,017/42,8
precinct,017/43,9
precinct,017/44,12
precinct,017/45,11
precinct,017/46,9
precinct,017/47,11
precinct,017/48,13
precinct,017/49,12
precinct,017/50,9
precinct,017/51,9
precinct,017/52,10
precinct,017/53,10
precinct,017/54,8
precinct,017/55,8
precinct,017/56,8
precinct,017/57,8
precinct,017/58,8
precinct,017/59,8
precinct,017/60,9
precinct,017/61,11
precinct,017/62,12
precinct,017/63,12
precinct,017/64,11
precinct,017/65,12
precinct,017/66,9
precinct,017/67,13
precinct,017/68,10
precinct,017/69,12
precinct,017/70,10
precinct,017/71,10
precinct,017/72,10
precinct,017/73,9
precinct,017/74,9
precinct,017/75,8
precinct,017/76,8
precinct,017/77,8
precinct,017/78,10
precinct,017/79,8
precinct,017/80,10
precinct,017/81,9
precinct,017/82,11
precinct,017/83,9
precinct,017/84,8
precinct,017/85,8
precinct,017/86,8
precinct,017/87,8
precinct,0170,2
precinct,0170 BETHLEHEM ED1,7
precinct,0170.333,2
precinct,0170A,2
precinct,0171 BETHLEHEM ED2,7
precinct,0171.333,2
precinct,0172 BETHLEHEM ED3,7
precinct,0173 BETHLEHEM ED4,7
precinct,0173.333,2
precinct,0174 BETHLEHEM ED5,7
precinct,0175,2
precinct,0175 BETHLEHEM ED6,7
precinct,0175.333,2
precinct,0175A,2
precinct,0176 BETHLEHEM ED7,7
precinct,0177 BETHLEHEM ED8,7
precinct,0177.581,2
precinct,0177A,2
precinct,0177B,2
precinct,0178 BETHLEHEM ED9,7
precinct,0179 BETHLEHEM ED10,7
precinct,0179.,2
precinct,017A,10
precinct,017B,12
precinct,018,28
precinct,018 - INDIAN RIVER,3
precinct,018 - PARK LANE,4
precinct,018 - THOROUGHGOOD,3
precinct,018 - Virginia Heights-Norwich,3
precinct,018 BURTON TWP C,44
precinct,018 East Chattanooga 1|39,5
precinct,018 Keuterville,3
precinct,018/23,10
precinct,018/24,11
precinct,018/25,12
precinct,018/26,9
precinct,018/27,11
precinct,018/28,11
precinct,018/29,11
precinct,018/30,12
precinct,018/31,10
precinct,018/32,10
precinct,018/33,10
precinct,018/34,11
precinct,018/35,10
precinct,018/36,9
precinct,018/37,9
precinct,018/38,11
precinct,018/39,10
precinct,018/40,12
precinct,018/41,9
precinct,018/42,8
precinct,018/43,8
precinct,018/44,12
precinct,018/45,12
precinct,018/46,8
precinct,018/47,11
precinct,018/48,13
precinct,018/49,9
precinct,018/50,9
precinct,018/51,12
precinct,018/52,10
precinct,018/53,9
precinct,018/54,8
precinct,018/55,8
precinct,018/56,8
precinct,018/57,9
precinct,018/58,8
precinct,018/59,9
precinct,018/60,8
precinct,018/61,11
precinct,018/62,11
precinct,018/63,11
precinct,018/64,12
precinct,018/65,10
precinct,018/66,12
precinct,018/67,13
precinct,018/68,10
precinct,018/69,12
precinct,018/70,10
precinct,018/71,10
precinct,018/72,11
precinct,018/73,8
precinct,018/74,9
precinct,018/75,9
precinct,018/76,9
precinct,018/77,9
precinct,018/78,10
precinct,018/79,8
precinct,018/80,10
precinct,018/81,10
precinct,018/82,10
precinct,018/83,10
precinct,018/84,8
precinct,018/85,8
precinct,018/86,10
precinct,018/87,10
precinct,0180 BETHLEHEM ED11,7
precinct,0180.581,2
precinct,0180001A,2
precinct,0181 BETHLEHEM ED12,7
precinct,0181.581,2
precinct,0182 BETHLEHEM ED13,7
precinct,0182.581,2
precinct,0183 BETHLEHEM ED14,7
precinct,0183.581,2
precinct,0184 BETHLEHEM ED15,7
precinct,0184.333,2
precinct,0185 BETHLEHEM ED16,7
precinct,0185.581,2
precinct,0186 BETHLEHEM ED17,7
precinct,0186.581,2
precinct,0187 BETHLEHEM ED18,7
precinct,0187.581,2
precinct,0188 BETHLEHEM ED19,7
precinct,0188.581,2
precinct,0189 BETHLEHEM ED20,7
precinct,0189.581,2
precinct,018A,2
precinct,019,25
precinct,019 - FAIRVIEW HEIGHTS BAPTIST CHURCH,3
precinct,019 - JOLLIFF,4
precinct,019 - LAKE SMITH,3
precinct,019 - ROSSLYN,4
precinct,019 - Summit Hills,3
precinct,019 CHARDON CITY A,44
precinct,019 East Lake|41,5
precinct,019 Kooskia,3
precinct,019/23,11
precinct,019/24,12
precinct,019/25,11
precinct,019/26,9
precinct,019/27,12
precinct,019/28,12
precinct,019/29,10
precinct,019/30,8
precinct,019/31,10
precinct,019/32,10
precinct,019/33,10
precinct,019/34,11
precinct,019/35,11
precinct,019/36,9
precinct,019/37,9
precinct,019/38,11
precinct,019/39,10
precinct,019/40,11
precinct,019/41,8
precinct,019/42,9
precinct,019/43,8
precinct,019/44,12
precinct,019/45,12
precinct,019/46,8
precinct,019/47,11
precinct,019/48,13
precinct,019/49,13
precinct,019/50,9
precinct,019/51,12
precinct,019/52,10
precinct,019/53,8
precinct,019/54,10
precinct,019/55,9
precinct,019/56,8
precinct,019/57,9
precinct,019/58,8
precinct,019/59,8
precinct,019/60,8
precinct,019/61,12
precinct,019/62,11
precinct,019/63,12
precinct,019/64,12
precinct,019/65,9
precinct,019/66,12
precinct,019/67,13
precinct,019/68,10
precinct,019/69,12
precinct,019/70,11
precinct,019/71,11
precinct,019/72,10
precinct,019/73,8
precinct,019/74,9
precinct,019/75,8
precinct,019/76,9
precinct,019/77,9
precinct,019/78,10
precinct,019/79,8
precinct,019/80,11
precinct,019/81,9
precinct,019/82,10
precinct,019/83,9
precinct,019/84,8
precinct,019/85,8
precinct,019/86,10
precinct,019/87,11
precinct,0190 BETHLEHEM ED21,7
precinct,0190.581,2
precinct,0191 BETHLEHEM ED22,7
precinct,0191.581(*),2
precinct,0192 BETHLEHEM ED23,7
precinct,0193 BETHLEHEM ED24,7
precinct,0194 BETHLEHEM ED25,7
precinct,0194A,3
precinct,0194B,3
precinct,0194C,3
precinct,0194D,3
precinct,0195 BETHLEHEM ED26,7
precinct,0196 BETHLEHEM ED27,7
precinct,0197 BETHLEHEM ED28,7
precinct,0197A,4
precinct,0197B,4
precinct,0198 BETHLEHEM ED29,7
precinct,0198A,3
precinct,0198B,3
precinct,0198C,3
precinct,0198D,3
precinct,0198E,3
precinct,0198F,3
precinct,0199 BETHLEHEM ED30,7
precinct,019A,2
precinct,01A,16
precinct,01B,8
precinct,01C,8
precinct,01CR,2
precinct,01D,8
precinct,01E,8
precinct,01F,8
precinct,01H,8
precinct,01J,8
precinct,01MN,2
precinct,01P,8
precinct,01R,8
precinct,01S,8
precinct,01SE,4
precinct,01SW,4
precinct,01T,8
precinct,01TC,2
precinct,01|1,12
precinct,02,227
precinct,02 - ASTORIA,4
precinct,02 - Caroline Twp,8
precinct,02 - Corvallis TWO,5
precinct,02 - GRAYS RIVER,2
precinct,02 - SSC Ward 2,1
precinct,02 001 A,3
precinct,02 001 B,3
precinct,02 002 A,6
precinct,02 002 B,6
precinct,02 003,6
precinct,02 004,6
precinct,02 005,6
precinct,02 006 A,6
precinct,02 006 B,6
precinct,02 007 A,6
precinct,02 007 B,6
precinct,02 008 A,6
precinct,02 008 B,6
precinct,02 009 A,3
precinct,02 009 B,3
precinct,02 01,108
precinct,02 010 A,6
precinct,02 010 B,6
precinct,02 011,3
precinct,02 012 A,6
precinct,02 012 B,6
precinct,02 013 A,3
precinct,02 013 B,3
precinct,02 014 A,6
precinct,02 014 B,6
precinct,02 015,6
precinct,02 016 A,3
precinct,02 016 B,3
precinct,02 017 A,6
precinct,02 017 B,6
precinct,02 018 A,6
precinct,02 018 B,6
precinct,02 018 C,6
precinct,02 019,6
precinct,02 01A,16
precinct,02 01B,2
precinct,02 01C,2
precinct,02 01D,2
precinct,02 02,93
precinct,02 02 A,6
precinct,02 02 B,6
precinct,02 020,3
precinct,02 021 A,6
precinct,02 021 B,6
precinct,02 022 A,3
precinct,02 022 B,3
precinct,02 023 A,3
precinct,02 023 B,3
precinct,02 024,3
precinct,02 025 A,6
precinct,02 025 B,6
precinct,02 026,6
precinct,02 027 A,6
precinct,02 027 B,6
precinct,02 028,6
precinct,02 029 A,6
precinct,02 029 B,6
precinct,02 02A,30
precinct,02 02B,2
precinct,02 02C,2
precinct,02 02D,2
precinct,02 02F,2
precinct,02 03,95
precinct,02 030 A,3
precinct,02 030 B,3
precinct,02 031,6
precinct,02 032 A,6
precinct,02 032 B,6
precinct,02 03A,24
precinct,02 04,56
precinct,02 04 -1,8
precinct,02 04 -2,8
precinct,02 04 Y,8
precinct,02 04 Z,8
precinct,02 04-C,8
precinct,02 04-O,8
precinct,02 04A,2
precinct,02 04E,8
precinct,02 05,61
precinct,02 05A,16
precinct,02 05B,8
precinct,02 05E,2
precinct,02 06,41
precinct,02 07,35
precinct,02 07A,8
precinct,02 08,36
precinct,02 09,30
precinct,02 1,22
precinct,02 10,14
precinct,02 11,14
precinct,02 11A,8
precinct,02 12,6
precinct,02 12A,8
precinct,02 12B,8
precinct,02 12C,8
precinct,02 13,14
precinct,02 14,14
precinct,02 15,8
precinct,02 16,8
precinct,02 16A,8
precinct,02 17A,8
precinct,02 17B,8
precinct,02 18B,8
precinct,02 18C,8
precinct,02 18D,8
precinct,02 18E -1,8
precinct,02 18E -2,8
precinct,02 18F,8
precinct,02 19,8
precinct,02 2,15
precinct,02 20,8
precinct,02 2010,8
precinct,02 2010A,8
precinct,02 2020,8
precinct,02 2030,8
precinct,02 2040,8
precinct,02 21A,8
precinct,02 21B,8
precinct,02 21C -1,8
precinct,02 21C -2,8
precinct,02 21D -1,8
precinct,02 21D -2,8
precinct,02 22A -1,8
precinct,02 22A -2,8
precinct,02 22B,8
precinct,02 22C,8
precinct,02 23,8
precinct,02 3,7
precinct,02 4,5
precinct,02 4B,20
precinct,02 5,5
precinct,02 5 A,3
precinct,02 6,6
precinct,02 ALSEA,4
precinct,02 Atkinson & Surrounding Twps,1
precinct,02 BAINVILLE,3
precinct,02 Barnett,16
precinct,02 Bethabra Baptist Church,4
precinct,02 Brandywine,8
precinct,02 CAN,8
precinct,02 Cato|2,3
precinct,02 DAYTON,3
precinct,02 Harmony|2,4
precinct,02 Mullan,3
precinct,02 North Emmett,3
precinct,02 PRAIRIE POINT,4
precinct,02 Tanglewood|2,3
precinct,02 West Rossville,4
precinct,02 West Weiser,3
precinct,02-01,33
precinct,02-02,33
precinct,02-03,33
precinct,02-04,25
precinct,02-05,33
precinct,02-06,27
precinct,02-07,19
precinct,02-08,19
precinct,02-09,22
precinct,02-1 Loretto Civ Ctr|3,3
precinct,02-1 Woodall|2,3
precinct,02-10,11
precinct,02-101,2
precinct,02-105,2
precinct,02-106,2
precinct,02-11,11
precinct,02-110,2
precinct,02-111,2
precinct,02-112,2
precinct,02-113,2
precinct,02-114,2
precinct,02-115,2
precinct,02-116,2
precinct,02-117,2
precinct,02-118,2
precinct,02-119,2
precinct,02-12,11
precinct,02-120,2
precinct,02-121,2
precinct,02-122,2
precinct,02-123,2
precinct,02-124,2
precinct,02-125,2
precinct,02-126,2
precinct,02-127,2
precinct,02-128,2
precinct,02-129,2
precinct,02-13,11
precinct,02-130,2
precinct,02-131,2
precinct,02-133,2
precinct,02-134,2
precinct,02-135,2
precinct,02-136,2
precinct,02-137,2
precinct,02-138,2
precinct,02-139,2
precinct,02-14,11
precinct,02-140,2
precinct,02-141,2
precinct,02-142,2
precinct,02-143,2
precinct,02-144,2
precinct,02-145,2
precinct,02-146,2
precinct,02-147,2
precinct,02-148,2
precinct,02-149,2
precinct,02-15,11
precinct,02-150,2
precinct,02-151,2
precinct,02-152,2
precinct,02-153,2
precinct,02-154,2
precinct,02-155,2
precinct,02-156,2
precinct,02-157,2
precinct,02-158,2
precinct,02-159,2
precinct,02-16,11
precinct,02-160,2
precinct,02-161,2
precinct,02-162,2
precinct,02-17,11
precinct,02-18,11
precinct,02-19,11
precinct,02-1|2,4
precinct,02-1|6,2
precinct,02-20,11
precinct,02-21,11
precinct,02-22,11
precinct,02-23,11
precinct,02-24,8
precinct,02-25,8
precinct,02-26,8
precinct,02-27,8
precinct,02-28,8
precinct,02-29,8
precinct,02-2|7,2
precinct,02-30,8
precinct,02-31,8
precinct,02-32,8
precinct,02-33,8
precinct,02-34,8
precinct,02-345 Badger No. 2,5
precinct,02-35,8
precinct,02-355 Fairbanks No. 8,5
precinct,02-36,8
precinct,02-365 Fairbanks No. 9,5
precinct,02-37,8
precinct,02-375 Fort Wainwright,5
precinct,02-38,8
precinct,02-39,8
precinct,02-3|8,2
precinct,02-40,8
precinct,02-41,8
precinct,02-4|9,2
precinct,02-5|10,2
precinct,02-75,3
precinct,02-CASA,20
precinct,02-Chicopee,4
precinct,02-Fish Springs,4
precinct,"02-Norway & Fairview, Fairview, Inc",2
precinct,02.1,8
precinct,020,19
precinct,020 - BAYSIDE,3
precinct,020 - E W CHITTUM,6
precinct,020 - FOREST PARK,3
precinct,020 - NOBLE STREET BAPTIST CHURCH,3
precinct,020 - THRIFTON,4
precinct,020 CHARDON CITY B,44
precinct,020 Lowell,3
precinct,020/23,10
precinct,020/24,11
precinct,020/25,11
precinct,020/26,9
precinct,020/27,11
precinct,020/28,12
precinct,020/29,10
precinct,020/30,11
precinct,020/31,11
precinct,020/32,11
precinct,020/33,10
precinct,020/34,10
precinct,020/35,11
precinct,020/36,9
precinct,020/37,9
precinct,020/38,10
precinct,020/39,11
precinct,020/40,12
precinct,020/41,9
precinct,020/42,8
precinct,020/43,9
precinct,020/44,12
precinct,020/45,11
precinct,020/46,8
precinct,020/47,12
precinct,020/48,12
precinct,020/49,13
precinct,020/50,8
precinct,020/51,9
precinct,020/52,10
precinct,020/53,8
precinct,020/54,10
precinct,020/55,8
precinct,020/56,8
precinct,020/57,8
precinct,020/58,8
precinct,020/59,9
precinct,020/60,8
precinct,020/61,11
precinct,020/62,12
precinct,020/63,11
precinct,020/64,12
precinct,020/65,9
precinct,020/66,8
precinct,020/67,12
precinct,020/68,11
precinct,020/69,12
precinct,020/70,10
precinct,020/71,11
precinct,020/72,10
precinct,020/73,8
precinct,020/74,9
precinct,020/75,13
precinct,020/76,8
precinct,020/77,8
precinct,020/78,10
precinct,020/79,8
precinct,020/80,11
precinct,020/81,9
precinct,020/82,10
precinct,020/83,9
precinct,020/84,9
precinct,020/85,8
precinct,020/86,11
precinct,020/87,10
precinct,0200 COEYMANS ED1,7
precinct,0200001A,2
precinct,0200002A,2
precinct,0200003A,2
precinct,0200004A,2
precinct,0200007A,2
precinct,0200008B,2
precinct,0200013A,2
precinct,0200015A,2
precinct,0200017A,2
precinct,0200018A,2
precinct,0200019B,2
precinct,0200022A,2
precinct,0200025B,2
precinct,0200028A,2
precinct,0200032A,2
precinct,0200038B,2
precinct,0200039A,2
precinct,0200044A,2
precinct,0200051A,2
precinct,0200086A,2
precinct,0200087A,2
precinct,0200088B,2
precinct,0200090A,2
precinct,0200091A,2
precinct,0200A,8
precinct,0200B,8
precinct,0201,14
precinct,0201 COEYMANS ED2,7
precinct,0201 GL-01,7
precinct,0201001,2
precinct,0201001A,2
precinct,02018,2
precinct,02018A,2
precinct,02019,2
precinct,02019A,2
precinct,0201A,4
precinct,0201B,2
precinct,0202 COEYMANS ED3,7
precinct,0202 GL-02,7
precinct,02020,2
precinct,02020A,2
precinct,02021,2
precinct,02021A,2
precinct,02022,2
precinct,02022A,2
precinct,02023,2
precinct,02023A,2
precinct,02024,2
precinct,02024A,2
precinct,02025,2
precinct,02025A,2
precinct,02026,2
precinct,02026A,2
precinct,02027,2
precinct,02027A,2
precinct,02028,2
precinct,02028A,2
precinct,02029,2
precinct,02029A,2
precinct,0203 COEYMANS ED4,7
precinct,0203 GL-03,7
precinct,02030,2
precinct,02030A,2
precinct,02031,2
precinct,02031A,2
precinct,02032,2
precinct,02032A,2
precinct,02033,2
precinct,02033A,2
precinct,02034,2
precinct,02034A,2
precinct,02035,2
precinct,02035A,2
precinct,02036,2
precinct,02036A,2
precinct,02037,2
precinct,02037A,2
precinct,02038,2
precinct,02038A,2
precinct,02039,2
precinct,02039A,2
precinct,0203A,4
precinct,0203B,4
precinct,0204 COEYMANS ED5,7
precinct,0204 GL-04,7
precinct,02040,2
precinct,02040A,2
precinct,02041,2
precinct,02041A,2
precinct,02042,2
precinct,02042A,2
precinct,02043,2
precinct,02043A,2
precinct,02044,2
precinct,02044A,2
precinct,02045,2
precinct,02045A,2
precinct,02046,2
precinct,02046A,2
precinct,02047,2
precinct,02047A,2
precinct,02048,2
precinct,02048A,2
precinct,02049,2
precinct,02049A,2
precinct,0205 COEYMANS ED6,7
precinct,0205 GL-05,7
precinct,02050,2
precinct,0205001,2
precinct,0205001A,2
precinct,02050A,2
precinct,02051,2
precinct,02051A,2
precinct,02052,2
precinct,02052A,2
precinct,02053,2
precinct,02053A,2
precinct,02054,2
precinct,02054A,2
precinct,02055,2
precinct,02055A,2
precinct,02056,2
precinct,02056A,2
precinct,0205A,2
precinct,0205B,2
precinct,0206 COLONIE ED1,7
precinct,0206 GL-06,7
precinct,0207 COLONIE ED2,7
precinct,0207 GL-07,7
precinct,0207A,3
precinct,0207B,3
precinct,0208 COLONIE ED3,7
precinct,0208 GL-08 SC,7
precinct,0209 COLONIE ED4,7
precinct,0209 GL-09 SC,7
precinct,020A,12
precinct,020B,8
precinct,020E,2
precinct,021,208
precinct,021 - DAVIS CORNER,3
precinct,021 - EUREKA PARK,3
precinct,021 - FELLOWSHIP,3
precinct,021 - JOHN F. KENNEDY COMMUNITY CENTER,3
precinct,021 - VIRGINIA HIGHLANDS,4
precinct,021 CHARDON CITY C,44
precinct,021 Pollock,3
precinct,021 TRUMAN,4
precinct,021/23,11
precinct,021/24,11
precinct,021/25,11
precinct,021/26,9
precinct,021/27,11
precinct,021/28,12
precinct,021/29,10
precinct,021/30,12
precinct,021/31,10
precinct,021/32,10
precinct,021/33,11
precinct,021/34,11
precinct,021/35,11
precinct,021/36,9
precinct,021/37,8
precinct,021/38,10
precinct,021/39,11
precinct,021/40,11
precinct,021/41,8
precinct,021/42,8
precinct,021/43,8
precinct,021/44,13
precinct,021/45,11
precinct,021/46,8
precinct,021/47,13
precinct,021/48,13
precinct,021/49,13
precinct,021/50,8
precinct,021/51,9
precinct,021/52,9
precinct,021/53,10
precinct,021/54,10
precinct,021/55,9
precinct,021/56,9
precinct,021/57,8
precinct,021/58,9
precinct,021/59,8
precinct,021/60,8
precinct,021/61,11
precinct,021/62,11
precinct,021/63,12
precinct,021/64,12
precinct,021/65,10
precinct,021/66,12
precinct,021/67,13
precinct,021/68,11
precinct,021/69,13
precinct,021/70,11
precinct,021/71,11
precinct,021/72,11
precinct,021/73,8
precinct,021/74,9
precinct,021/75,12
precinct,021/76,8
precinct,021/77,9
precinct,021/78,11
precinct,021/79,8
precinct,021/80,11
precinct,021/81,9
precinct,021/82,10
precinct,021/83,9
precinct,021/84,8
precinct,021/85,9
precinct,021/86,8
precinct,021/87,8
precinct,0210,2
precinct,0210 COLONIE ED5,7
precinct,0210 GL-10 SC,7
precinct,0210A,2
precinct,0211 COLONIE ED6,7
precinct,0211 GL-11 SC,7
precinct,0212 COLONIE ED7,7
precinct,0212 GL-12 SC,7
precinct,0213 COLONIE ED8,7
precinct,0213 GL-13,7
precinct,0214 COLONIE ED9,7
precinct,0214 GL-14,7
precinct,0215 COLONIE ED10,7
precinct,0215 GL-15,7
precinct,0216 COLONIE ED11,7
precinct,0216 GL-16,7
precinct,0217 COLONIE ED12,7
precinct,0217 GL-17,7
precinct,0218 COLONIE ED13,7
precinct,0218 GL-18,7
precinct,0219 COLONIE ED14,7
precinct,0219 GL-19,7
precinct,021A,2
precinct,022,200
precinct,022 - ABINGDON,4
precinct,022 - FORWARD CHURCH,3
precinct,022 - NORFOLK HIGHLANDS,3
precinct,022 - POINT O VIEW,3
precinct,022 CHARDON CITY D,44
precinct,022 CHESHIRE,4
precinct,022 Riggins,3
precinct,022/23,10
precinct,022/24,12
precinct,022/25,12
precinct,022/26,9
precinct,022/27,11
precinct,022/28,12
precinct,022/29,10
precinct,022/30,11
precinct,022/31,10
precinct,022/32,10
precinct,022/33,10
precinct,022/34,11
precinct,022/35,10
precinct,022/36,8
precinct,022/37,9
precinct,022/38,12
precinct,022/39,10
precinct,022/40,12
precinct,022/41,8
precinct,022/42,9
precinct,022/43,9
precinct,022/44,12
precinct,022/45,11
precinct,022/46,8
precinct,022/47,12
precinct,022/48,13
precinct,022/49,12
precinct,022/50,8
precinct,022/51,9
precinct,022/52,9
precinct,022/53,10
precinct,022/54,10
precinct,022/55,8
precinct,022/56,9
precinct,022/57,9
precinct,022/58,8
precinct,022/59,9
precinct,022/60,8
precinct,022/61,12
precinct,022/62,12
precinct,022/63,12
precinct,022/64,12
precinct,022/65,9
precinct,022/66,12
precinct,022/67,12
precinct,022/68,10
precinct,022/69,12
precinct,022/70,11
precinct,022/71,10
precinct,022/72,10
precinct,022/73,8
precinct,022/74,8
precinct,022/75,12
precinct,022/76,9
precinct,022/77,8
precinct,022/78,10
precinct,022/79,8
precinct,022/80,11
precinct,022/81,9
precinct,022/82,10
precinct,022/83,10
precinct,022/84,8
precinct,022/85,9
precinct,022/86,9
precinct,022/87,9
precinct,0220 COLONIE ED15,7
precinct,0220 GL-20,7
precinct,0221 COLONIE ED16,7
precinct,0221 GL-21,7
precinct,0222 COLONIE ED17,7
precinct,0222 GL-22,7
precinct,0223 COLONIE ED18,7
precinct,0224 COLONIE ED19,7
precinct,0225 COLONIE ED20,7
precinct,0226 COLONIE ED21,7
precinct,0227 COLONIE ED22,7
precinct,0228 COLONIE ED23,7
precinct,0229 COLONIE ED24,7
precinct,022A,2
precinct,023,196
precinct,023 - ARROWHEAD,3
precinct,023 - OAK GROVE,3
precinct,023 - WESTHAVEN BAPTIST CHURCH,3
precinct,023 - WESTOVER,4
precinct,023 CHARDON TWP A1,44
precinct,023 Glenwood|55,5
precinct,023 Slate Creek I,3
precinct,023/23,10
precinct,023/24,12
precinct,023/25,11
precinct,023/26,9
precinct,023/27,9
precinct,023/28,11
precinct,023/29,11
precinct,023/30,11
precinct,023/31,10
precinct,023/32,10
precinct,023/33,11
precinct,023/34,11
precinct,023/35,11
precinct,023/36,8
precinct,023/37,9
precinct,023/38,10
precinct,023/39,11
precinct,023/40,11
precinct,023/41,8
precinct,023/42,8
precinct,023/43,8
precinct,023/44,12
precinct,023/45,11
precinct,023/46,8
precinct,023/47,12
precinct,023/48,13
precinct,023/49,12
precinct,023/50,5
precinct,023/51,9
precinct,023/52,10
precinct,023/53,10
precinct,023/54,9
precinct,023/55,8
precinct,023/56,8
precinct,023/57,9
precinct,023/58,8
precinct,023/59,8
precinct,023/60,8
precinct,023/61,11
precinct,023/62,12
precinct,023/63,11
precinct,023/64,12
precinct,023/65,10
precinct,023/66,13
precinct,023/67,12
precinct,023/68,11
precinct,023/69,12
precinct,023/70,10
precinct,023/71,11
precinct,023/72,10
precinct,023/73,9
precinct,023/74,8
precinct,023/75,13
precinct,023/76,8
precinct,023/77,10
precinct,023/78,11
precinct,023/79,8
precinct,023/80,10
precinct,023/81,9
precinct,023/82,11
precinct,023/83,10
precinct,023/84,8
precinct,023/85,8
precinct,023/86,8
precinct,023/87,8
precinct,0230 COLONIE ED25,7
precinct,0231 COLONIE ED26,7
precinct,0232 COLONIE ED27,7
precinct,0233 COLONIE ED28,7
precinct,0234 COLONIE ED29,7
precinct,0235 COLONIE ED30,7
precinct,0235320,2
precinct,0235320A,2
precinct,0235321,2
precinct,0235321A,2
precinct,0235426,2
precinct,0235426A,2
precinct,0236 COLONIE ED31,7
precinct,0237 COLONIE ED32,7
precinct,0238 COLONIE ED33,7
precinct,0239 COLONIE ED34,7
precinct,024,191
precinct,024 - LARKSPUR,3
precinct,024 - OAKLETTE,3
precinct,024 - WILLETT HALL,3
precinct,024 - WOODLAWN,4
precinct,024 CHARDON TWP B1,44
precinct,024 Stites,3
precinct,024 WILSHIRE,4
precinct,024/23,11
precinct,024/24,11
precinct,024/25,11
precinct,024/26,9
precinct,024/27,11
precinct,024/28,11
precinct,024/29,11
precinct,024/30,11
precinct,024/31,10
precinct,024/32,10
precinct,024/33,10
precinct,024/34,10
precinct,024/35,11
precinct,024/36,9
precinct,024/37,8
precinct,024/38,9
precinct,024/39,11
precinct,024/40,12
precinct,024/41,8
precinct,024/42,9
precinct,024/43,9
precinct,024/44,9
precinct,024/45,9
precinct,024/46,9
precinct,024/47,13
precinct,024/48,12
precinct,024/49,13
precinct,024/50,8
precinct,024/51,12
precinct,024/52,8
precinct,024/53,9
precinct,024/54,9
precinct,024/55,8
