variable,value,count
precinct,B102-7B,7
precinct,B102A,14
precinct,B102C,10
precinct,B103,358
precinct,B103-7C,7
precinct,B103A,37
precinct,B104,259
precinct,B104-7D,7
precinct,B104A,4
precinct,B105,182
precinct,B105-7E,7
precinct,B105A,12
precinct,B106,97
precinct,B106A,31
precinct,B107,134
precinct,B107A,4
precinct,B108,124
precinct,B108A,27
precinct,B109,114
precinct,B109A,13
precinct,B110,69
precinct,B110A,19
precinct,B111,53
precinct,B111A,19
precinct,B112,43
precinct,B112A,19
precinct,B113,40
precinct,B113A,17
precinct,B114,37
precinct,B114A,14
precinct,B115,29
precinct,B116,29
precinct,B116A,14
precinct,B117,35
precinct,B118,31
precinct,B118A,14
precinct,B119,19
precinct,B120,40
precinct,B121,13
precinct,B121A,9
precinct,B122,21
precinct,B123,25
precinct,B124,22
precinct,B125,42
precinct,B126,12
precinct,B127,22
precinct,B128,21
precinct,B129,17
precinct,B130,23
precinct,B131,18
precinct,B131A,14
precinct,B132,23
precinct,B132A,14
precinct,B133,35
precinct,B134,19
precinct,B135,30
precinct,B136,12
precinct,B137,18
precinct,B138,30
precinct,B139,4
precinct,B140,15
precinct,B141,17
precinct,B142,12
precinct,B143,3
precinct,B146,6
precinct,B147,6
precinct,B150,5
precinct,B151,3
precinct,B152,3
precinct,B154,5
precinct,B155,3
precinct,B156,5
precinct,B157,6
precinct,B158,3
precinct,B159,5
precinct,B163,5
precinct,B164,6
precinct,B165,6
precinct,B166,3
precinct,B167,3
precinct,B168,3
precinct,B169,3
precinct,B170,5
precinct,B172,5
precinct,B174,6
precinct,B179,6
precinct,B181,3
precinct,B182,3
precinct,B183,5
precinct,B184,5
precinct,B185,5
precinct,B186,5
precinct,B187,5
precinct,B188,3
precinct,B189,3
precinct,B190,6
precinct,B191,5
precinct,B192,5
precinct,B195,6
precinct,B196,6
precinct,B197,3
precinct,B198,6
precinct,B199,5
precinct,B2,224
precinct,B200,5
precinct,B201,5
precinct,B202,6
precinct,B203,5
precinct,B204,5
precinct,B205,5
precinct,B206,6
precinct,B207,6
precinct,B208,5
precinct,B209,6
precinct,B210,5
precinct,B211,6
precinct,B212,5
precinct,B213,5
precinct,B215,5
precinct,B216,5
precinct,B217,5
precinct,B218,6
precinct,B219,5
precinct,B221,6
precinct,B222,5
precinct,B223,5
precinct,B224,5
precinct,B225,5
precinct,B226,5
precinct,B227,5
precinct,B228,3
precinct,B229,3
precinct,B230,3
precinct,B231,5
precinct,B232,5
precinct,B3,52
precinct,B4,52
precinct,B702,8
precinct,B704,8
precinct,B705,4
precinct,B706,6
precinct,B805,8
precinct,B806,8
precinct,B807,6
precinct,B901,7
precinct,B902,8
precinct,B903,8
precinct,B904,8
precinct,B905,8
precinct,B906,6
precinct,B907,8
precinct,B909,8
precinct,B910,6
precinct,B912,6
precinct,B913,8
precinct,BA,52
precinct,BABBIE FIRE,16
precinct,BACCUS UNION HALL,8
precinct,BACK SWAMP,22
precinct,BACKUS|10,3
precinct,BACON LEVEL,12
precinct,BAILEY,30
precinct,BAILEYTON SR_ CENTER,4
precinct,BAKER,84
precinct,BAKER CREEK,26
precinct,BAKER TWP.|10,3
precinct,BAKERHILL TOWN HALL,5
precinct,BALATON|10,2
precinct,BALDWIN COMMUNITY CENTER,6
precinct,BALDWIN TWP P1|125,3
precinct,BALDWIN TWP P2|5,3
precinct,BALKY HILL,9
precinct,BALL GROUND,36
precinct,BANCROFT TWP.|75,3
precinct,BANDIX 263,9
precinct,BANGOR TWP.|5,3
precinct,BANKS,36
precinct,BANKS VOTING CENTER #1,7
precinct,BANKS VOTING CTR #2,6
precinct,BARCLAY TWP|15,3
precinct,BARFIELD VOL_ FIRE,8
precinct,BARKER CREEK 147,9
precinct,BARKERS,36
precinct,BARKSDALE-NARINE,28
precinct,BARNESVILLE CITY W-1|10,2
precinct,BARNESVILLE CITY W-2|15,2
precinct,BARNESVILLE CITY W-3|20,2
precinct,BARNESVILLE FBC,36
precinct,BARNESVILLE TWP|25,2
precinct,BARNETTS CROSSROADS/ROBIN,5
precinct,BARNSVILLE TRAILER HWY 11,9
precinct,BARNWELL 1,23
precinct,BARNWELL 2,25
precinct,BARNWELL 3,23
precinct,BARNWELL 4,21
precinct,BARNWELL VFD,12
precinct,BARR,1
precinct,BARRETT|10,5
precinct,BARRON,36
precinct,BARRY 1,1
precinct,BARRY 2,1
precinct,BARRY TWP.|20,2
precinct,BARRYTOWN,8
precinct,BARTLETT TWP|5,2
precinct,BARTON,212
precinct,BARTON FIRST BAPTIST,10
precinct,BASCOMB,40
precinct,BASHI METHODIST CHURCH,9
precinct,BASIN,5
precinct,BATES,28
precinct,BATH 1,1
precinct,BATH 2,1
precinct,BATH TWP.|80,3
precinct,BATSON,64
precinct,BATTERY,20
precinct,BATTLE LAKE|20,2
precinct,BATTLE PLAIN TWP|5,3
precinct,BATTLE TWP|10,3
precinct,BATTLEGROUND FIRE DEPT_,6
precinct,BAXTER TWP.|20,3
precinct,BAY,26
precinct,BAY LAKE TWP|10,2
precinct,BAY MINETTE CIVIC CENTER,14
precinct,BAY SPRINGS,20
precinct,BAY SPRINGS BAPTIST,12
precinct,BAY SPRINGS VFD,8
precinct,BAY VIEW,8
precinct,BAYBORO-GURLEY,26
precinct,BAYCREEK A,52
precinct,BAYCREEK B,52
precinct,BAYCREEK C,52
precinct,BAYCREEK D,52
precinct,BAYCREEK E,52
precinct,BAYCREEK F,52
precinct,BAYCREEK G,52
precinct,BAYCREEK H,52
precinct,BAYCREEK I,52
precinct,BAYCREEK J,52
precinct,BAYCREEK K,52
precinct,BAYOU LA BATRE COMM CENTER #1,8
precinct,BAYOU LA BATRE COMM CENTER #2,8
precinct,BAYOU METO,212
precinct,BAYPORT|25,3
precinct,BAYTOWN TWP.|30,3
precinct,BAYVIEW 087,9
precinct,BC,328
precinct,BC1,64
precinct,BC13,88
precinct,BC2,64
precinct,BC21,68
precinct,BCK,32
precinct,BCRK,48
precinct,BD,52
precinct,BE,52
precinct,BE Benson|01,195
precinct,BE J-Six|02,195
precinct,BE San Pedro|03,195
precinct,BE-1,124
precinct,BE-2,124
precinct,BE-3,124
precinct,BE-4,124
precinct,BE-7,124
precinct,BE56,124
precinct,BEA 1 HD10,2
precinct,BEA 2 HD12,2
precinct,BEADM,52
precinct,BEAR,44
precinct,BEAR CREEK,20
precinct,BEAR CREEK CITY HALL,7
precinct,BEAR PARK TWP.|20,2
precinct,BEAR PRAIRIE,10
precinct,BEARDEN LION'S CLUB,16
precinct,BEARDSLEY|31,2
precinct,BEARDSTOWN 1,1
precinct,BEARDSTOWN 2,1
precinct,BEARDSTOWN 3,1
precinct,BEARDSTOWN 4,1
precinct,BEARDSTOWN 5,1
precinct,BEARDSTOWN 6,1
precinct,BEARDSTOWN 7,1
precinct,BEARDSTOWN 8,1
precinct,BEAT 8 COMMUNITY CENTER,7
precinct,BEATRICE TOWN HALL,9
precinct,BEATTY 01,1
precinct,BEAUFORD TWP|10,2
precinct,BEAUFORT 1,27
precinct,BEAUFORT 2,24
precinct,BEAUFORT 3,27
precinct,BEAUREGARD SCHOOL GYM,4
precinct,BEAVER,93
precinct,BEAVER 204,11
precinct,BEAVER BAY TWP. P-1|10,2
precinct,BEAVER BAY|5,2
precinct,BEAVER CREEK,9
precinct,BEAVER FALLS TWP.|10,2
precinct,BEAVER TOWNSHIP|20,3
precinct,BEAVER TWP.|15,6
precinct,BEAVERS DRIVE,24
precinct,BEAVERTON CITY HALL NORTH,14
precinct,BEAVERTON CITY HALL SOUTH,11
precinct,BECKER CITY|10,3
precinct,BECKER TWP|15,3
precinct,BECKER TWP|20,3
precinct,BEDFORD MILITARY,11
precinct,BEECH,32
precinct,BEECHER,20
precinct,BEEDEVILLE INSIDE,368
precinct,BEEDEVILLE OUTSIDE,360
precinct,BEEMAN,9
precinct,BELCHER,11
precinct,BELFAIR,44
precinct,BELFAIR VALLEY 280,9
precinct,BELFAST,8
precinct,BELFAST TWP|10,2
precinct,BELFOREST COMM CTR,14
precinct,BELGIUM TWP.|20,3
precinct,BELGRADE TOWNSHIP|5,3
precinct,BELGREEN FIRE PRCT 7,25
precinct,BELHV,48
precinct,BELK ACTIVITY CENTER,10
precinct,BELKNAP 3-32,1
precinct,BELL,56
precinct,BELL HILL 207,9
precinct,BELL PLAIN,1
precinct,BELLA VISTA,256
precinct,BELLA VISTA 413,11
precinct,BELLAMY COMMUNITY CTR_,7
precinct,BELLE MEADE,25
precinct,BELLE PLAINE TWP.|10,3
precinct,BELLE PLAINE|5,3
precinct,BELLE PRAIRIE TOWNSHIP|10,2
precinct,BELLE RIVER TWP.|35,7
precinct,BELLEMONT,20
precinct,BELLEVIEW 205,11
precinct,BELLEVIEW PRECINCT,2
precinct,BELLEVILLE FIRE DEPT,9
precinct,BELLEVUE TOWNSHIP|15,2
precinct,BELLS,56
precinct,BELLS CROSSING,23
precinct,BELLWOOD COMMUNITY CTR_,8
precinct,BELMONT,25
precinct,BELMOR BAPTIST CHURCH,6
precinct,BELOIT COMMUNITY CTR,7
precinct,BELTRAMI|25,3
precinct,BELVID,28
precinct,BELVIEW|5,3
precinct,BEMIDJI W-1|20,3
precinct,BEMIDJI W-2|25,3
precinct,BEMIDJI W-3 P-1|30,3
precinct,BEMIDJI W-3 P-2|32,3
precinct,BEMIDJI W-4|35,3
precinct,BEMISTON RECREATION CTR,4
precinct,BEN,88
precinct,BENA|25,2
precinct,BENEVOLA,4
precinct,BENNINGTON,1
precinct,BENNINGTON TWP.|75,3
precinct,BENSON P-2|20,2
precinct,BENTLEY CITY,30
precinct,BENTLEY RURAL,30
precinct,BENTON TWP|5,3
precinct,BENTON/UNION,48
precinct,BENTONS,24
precinct,BENVILLE TWP|45,3
precinct,BERE,36
precinct,BEREA,24
precinct,BEREA-SMOAKS,22
precinct,BEREA-STEADMAN,40
precinct,BERGEN TOWNSHIP|10,2
precinct,BERKSHIRE,24
precinct,BERKSHIRE A,44
precinct,BERKSHIRE B,44
precinct,BERKSHIRE D,44
precinct,BERKSHIRE E,44
precinct,BERKSHIRE F,44
precinct,BERKSHIRE G,44
precinct,BERKSHIRE H,44
precinct,BERKSHIRE J,44
precinct,BERKSHIRE L,48
precinct,BERKSHIRE M,44
precinct,BERKSHIRE N,44
precinct,BERKSHIRE O,44
precinct,BERKSHIRE P,44
precinct,BERKSHIRE Q,44
precinct,BERLIN COMMUNITY CENTER,6
precinct,BERMUDA,19
precinct,BERMUDA COMMUNTIY CTR,10
precinct,BERNADOTTE TOWNSHIP|10,3
precinct,BERNEYS STATION VFD,7
precinct,BERRY CIVIC CENTER,6
precinct,BERRY LAKE 279,9
precinct,BERTHA VOTING HALL,8
precinct,BESEMAN TWP|25,2
precinct,BESSEMER ABSENTEE,28
precinct,BETH-EDEN,34
precinct,BETHANY (501),40
precinct,BETHEL,160
precinct,BETHEL ASSEMBLY OF GOD CH,13
precinct,BETHEL BAPTIST CHURCH,14
precinct,BETHEL CHURCH,4
precinct,BETHEL CHURCH OF CHRIST,6
precinct,BETHEL COMMUNITY CENTER,6
precinct,BETHEL P-1|205,3
precinct,BETHEL ROBERTS VOTING,5
precinct,BETHLEHEM,4
precinct,BETHLEHEM BAPTIST CHURCH,12
precinct,BETHSADIA FIRE DEPT_,6
precinct,BETHUNE MIDDLE,84
precinct,BETHWR,56
precinct,BETTA VIEW CHURCH CHRIST,4
precinct,BEUL,44
precinct,BEULAH,48
precinct,BEULAH FIRE DEPT #3,2
precinct,BEULAH HIGH SCHOOL,2
precinct,BEULAH TWP|30,3
precinct,BEULAH VOTING HOUSE,16
precinct,BEVERLY,23
precinct,BEVILL CENTER,7
precinct,BEVILL ST_ COMMUNITY COLL,14
precinct,BEXAR BEHIND OLD POST OFF,11
precinct,BFT1,48
precinct,BFT2,48
precinct,BG,36
precinct,BI Bisbee|04,189
precinct,BI Don Luis|05,189
precinct,BI Warren|06,189
precinct,BIG CREEK,32
precinct,BIG FALLS CITY|5,3
precinct,BIG LAKE,8
precinct,BIG SANDY 8,4
precinct,BIG SANDY 9,4
precinct,BIG SANDY BAPTIST,10
precinct,BIG SPRING,56
precinct,BIG STONE TWP|25,2
precinct,BIG VALLEY 441,9
precinct,BIG VALLEY 441(*),2
precinct,BIG WOODS TWP.|30,2
precinct,BIGELOW TWP.|15,2
precinct,BIGELOW|10,2
precinct,BIGFORK TWP|50,2
precinct,BIGFORK|45,2
precinct,BINGEN,8
precinct,BINGHAM LAKE|20,3
precinct,BIRCH CREEK TWP.|25,3
precinct,BIRCH LAKE TWP|35,3
precinct,BIRCHDALE TWP|20,3
precinct,BIRCHWOOD VILLAGE CITY|35,3
precinct,BIRD,37
precinct,BIRD ISLAND TWP.|25,2
precinct,BIRD ISLAND|20,2
precinct,BIRDSVIEW,8
precinct,BIRMINGHAM ABSENTEE,43
precinct,BIRNIE,28
precinct,BIS,40
precinct,BISCAY CITY|15,3
precinct,BISHOP HALL'S STORE,14
precinct,BISHOP STATE COMM COLLEGE #1,9
precinct,BISHOP STATE COMM COLLEGE #2,9
precinct,BISHOPVILLE 1,34
precinct,BISHOPVILLE 2,40
precinct,BISHOPVILLE 3,38
precinct,BISHOPVILLE 4,42
precinct,BK,88
precinct,BLACK CANYON,9
precinct,BLACK COMM CENTER,8
precinct,BLACK CREEK,20
precinct,BLACK CREEK-CLYDE,27
precinct,BLACK DIAMOND 208,9
precinct,BLACK HAMMER TWP.|5,3
precinct,BLACK POND FIRE DEPT_,17
precinct,BLACK RIVER,111
precinct,BLACK ROCK,106
precinct,BLACKBERRY TWP|55,3
precinct,BLACKDUCK|55,3
precinct,BLACKFORK,95
precinct,BLACKROCK,32
precinct,BLACKSTOCK,54
precinct,BLACKVILLE 1,23
precinct,BLACKVILLE 2,19
precinct,BLACKWATER,268
precinct,BLADON SPRINGS,4
precinct,BLAINE W-1 P-1|305,3
precinct,BLAINE W-1 P-2|310,3
precinct,BLAINE W-1 P-3|315,3
precinct,BLAINE W-1 P-4|320,3
precinct,BLAINE W-1 P-5|325,3
precinct,BLAINE W-1 P-6|330,3
precinct,BLAINE W-1 P-7|335,3
precinct,BLAINE W-1 P-8|340,3
precinct,BLAINE W-1 P-9|50,2
precinct,BLAINE W-2 P-1|405,3
precinct,BLAINE W-2 P-2A|410,3
precinct,BLAINE W-2 P-2B|415,3
precinct,BLAINE W-2 P-3|420,3
precinct,BLAINE W-2 P-4A|425,3
precinct,BLAINE W-2 P-4B|430,3
precinct,BLAINE W-2 P-5|435,3
precinct,BLAINE W-2 P-6|440,3
precinct,BLAINE W-3 P-1|505,3
precinct,BLAINE W-3 P-2|510,3
precinct,BLAINE W-3 P-3|515,3
precinct,BLAINE W-3 P-4|520,3
precinct,BLAINE W-3 P-5|525,3
precinct,BLAINE W-3 P-6|530,3
precinct,BLAINE W-3 P-7|535,3
precinct,BLAINE W-3 P-8|540,3
precinct,BLAIRS,21
precinct,BLAKE COMM CTR,11
precinct,BLAKELEY TWP.|15,3
precinct,BLAKELY 310,9
precinct,BLALOCK,24
precinct,BLANCHARD,8
precinct,BLANCHARD(*),2
precinct,BLANSETT,95
precinct,BLCK,40
precinct,BLENHEIM,19
precinct,BLIND LAKE TWP|40,3
precinct,BLOMKEST|15,2
precinct,BLOOMER TWP.|35,2
precinct,BLOOMFIELD,1
precinct,BLOOMFIELD TWP.|20,6
precinct,BLOOMING GROVE,47
precinct,BLOOMINGTON W-1 P-07|5,5
precinct,BLOOMINGTON W-1 P-08|10,5
precinct,BLOOMINGTON W-1 P-09|15,5
precinct,BLOOMINGTON W-1 P-10|20,5
precinct,BLOOMINGTON W-1 P-12|25,5
precinct,BLOOMINGTON W-1 P-14|30,5
precinct,BLOOMINGTON W-1 P-15|35,5
precinct,BLOOMINGTON W-1 P-30|36,5
precinct,BLOOMINGTON W-2 P-13|40,5
precinct,BLOOMINGTON W-2 P-16|45,5
precinct,BLOOMINGTON W-2 P-21|50,5
precinct,BLOOMINGTON W-2 P-23|55,5
precinct,BLOOMINGTON W-2 P-24|60,5
precinct,BLOOMINGTON W-2 P-25|65,5
precinct,BLOOMINGTON W-2 P-26|70,5
precinct,BLOOMINGTON W-2 P-27|71,5
precinct,BLOOMINGTON W-3 P-05|75,5
precinct,BLOOMINGTON W-3 P-11|80,5
precinct,BLOOMINGTON W-3 P-17|85,5
precinct,BLOOMINGTON W-3 P-18|90,5
precinct,BLOOMINGTON W-3 P-19|95,5
precinct,BLOOMINGTON W-3 P-20|100,5
precinct,BLOOMINGTON W-3 P-22|105,5
precinct,BLOOMINGTON W-3 P-28|106,5
precinct,BLOOMINGTON W-3 P-29|107,5
precinct,BLOOMINGTON W-4 P-01|110,5
precinct,BLOOMINGTON W-4 P-02|115,5
precinct,BLOOMINGTON W-4 P-03|120,5
precinct,BLOOMINGTON W-4 P-04|125,5
precinct,BLOOMINGTON W-4 P-06|130,5
precinct,BLOOMINGTON W-4 P-31|131,5
precinct,BLOOMINGTON W-4 P-32|132,5
precinct,BLOOMINGVALE,20
precinct,BLOUNT SPRINGS,9
precinct,BLOUNTSVILLE,12
precinct,BLOWERS TWP|25,3
precinct,BLUE EARTH TWP.|25,2
precinct,BLUE EARTH W-3|20,2
precinct,BLUE HERON 301,9
precinct,BLUE LAKE,9
precinct,BLUE MOUNTAIN 209,11
precinct,BLUE RIDGE BAPTIST,10
precinct,BLUE SPRINGS CITY HALL,3
precinct,BLUE SPRINGS HORN HILL,16
precinct,BLUESTEM,7
precinct,BLUFF,20
precinct,BLUFF SPRINGS,5
precinct,BLUFF SPRINGS 10,1
precinct,BLUFF SPRINGS FIRE,7
precinct,BLUFFDALE 1,1
precinct,BLUFFS 210,11
precinct,BLYN 211,9
precinct,BM,24
precinct,BM08,68
precinct,BMS,44
precinct,BNVL,16
precinct,BOARD OF EDUCATION 25-1,8
precinct,BOARDTOWN,32
precinct,BOAS 1,105
precinct,BOAS 2,95
precinct,BOAS 3,105
precinct,BOAZ RECREATION CENTER,7
precinct,BOB HARRISON SR_ CTR_,8
precinct,BOBBY MILLER ACTIVITY,8
precinct,BOBO VOLUNTEER FIRE,10
precinct,BODIE,9
precinct,BOEING,18
precinct,BOGACHIEL 212,11
precinct,BOGU,48
precinct,BOGUELOOSA,6
precinct,BOILING SPRINGS,27
precinct,BOILING SPRINGS BAPT CH,4
precinct,BOIS D'ARC,1
precinct,BOLDO COMM_ CTR_,13
precinct,BOLENTOWN,23
precinct,BOLEY SPRINGS CHURCH,6
precinct,BOLIGEE FIRE DEPT,2
precinct,BOLLING-VOTING HOUSE,4
precinct,BOLTE-WHITE GROVE CHURCH,4
precinct,BON AIR CITY HALL,5
precinct,BON SECOUR MORGAN CHAPEL,14
precinct,BONAPARTE,9
precinct,BONDIN TWP|15,2
precinct,BONDS MARINE,40
precinct,BONHAM,36
precinct,BONNER (714A3),36
precinct,BONNER 89,12
precinct,BONNER 92,12
precinct,BOON LAKE TWP|30,2
precinct,BOOTH,36
precinct,BORDEAUX,24
precinct,BORDEN SPRINGS VOL_ FIRE,8
precinct,BORUP|25,2
precinct,BOSHART PROSPECT CEMETARY,8
precinct,BOST,3
precinct,BOSTIAN,20
precinct,BOSTON,9
precinct,BOSWELL,56
precinct,BOSWORTH,18
precinct,BOTANY WOODS,23
precinct,BOTHELL 31,24
precinct,BOTHELL 32,24
precinct,BOTHELL 33,24
precinct,BOTHELL 34,24
precinct,BOTHELL 35,24
precinct,BOTHELL 36,24
precinct,BOTHELL 37,24
precinct,BOTHELL 38,24
precinct,BOTHELL 39,24
precinct,BOTHELL 40,24
precinct,BOTHELL 41,24
precinct,BOTHELL 42,24
precinct,BOTHELL 43,24
precinct,BOTHELL 44,24
precinct,BOTHELL 45,24
precinct,BOTHELL 46,24
precinct,BOTHELL 47,24
precinct,BOULDER,18
precinct,BOULDERCREST RD,48
precinct,BOULEVARD,48
precinct,BOUNDARY,9
precinct,BOUNDARY WATERS,56
precinct,BOW,10
precinct,BOWDON (1111),28
precinct,BOWDON JUNCTION (1496),28
precinct,BOWIE 1,48
precinct,BOWIE 2,48
precinct,BOWIE 3,48
precinct,BOWIE RURAL,48
precinct,BOWMAN 1,23
precinct,BOWMAN 2,23
precinct,BOX SPRINGS,36
precinct,BOY LAKE TWP|45,2
precinct,BOY RIVER CITY|50,2
precinct,BOY RIVER TWP|55,2
precinct,BOY SCOUTS HDQTRS,24
precinct,BOYD TRAILER,7
precinct,BOYDS,11
precinct,BOYD|30,3
precinct,BOYKIN COMMUNITY CTR,2
precinct,BOYNTON,29
precinct,BOYS & GIRLS CLUB #1,8
precinct,BOYS & GIRLS CLUB #2,8
precinct,BP,56
precinct,BR,108
precinct,BRADFORD TWP.|20,3
precinct,BRADFORD TWP|10,3
precinct,BRADLEY VOL_ FIRE DEPT_,5
precinct,BRADSHAW,64
precinct,BRADY_19,3
precinct,BRAELINN,32
precinct,BRAHAM CITY|15,3
precinct,BRAHAM|15,2
precinct,BRAINERD W-3 P-2|40,2
precinct,BRAINERD W-3 P-3|42,2
precinct,BRANCH,4
precinct,BRANCHVILLE 1,21
precinct,BRANCHVILLE 2,21
precinct,BRANCHVILLE CUMBERLAND,14
precinct,BRANDON TWP.|45,7
precinct,BRANDON|40,7
precinct,BRANDRUP TWP.|25,3
precinct,BRANDT TWP.|35,3
precinct,BRANTLEY COMMUNITY CTR_,4
precinct,BRANTLEYS,24
precinct,BRAS,108
precinct,BRASCH 213,9
precinct,BRAWLEY,95
precinct,BRECKENRIDGE P-2|35,3
precinct,BRECKENRIDGE TWP.|50,3
precinct,BRECON REC_ CENTER,7
precinct,BREIDABLIK 410,9
precinct,BREMEN,44
precinct,BREMEN FIRE DEPT_,7
precinct,BREMEN TWP.|30,3
precinct,BREMERTON 001,9
precinct,BREMERTON 002,9
precinct,BREMERTON 003,9
precinct,BREMERTON 005,9
precinct,BREMERTON 006,9
precinct,BREMERTON 007,9
precinct,BREMERTON 012,9
precinct,BREMERTON 013,9
precinct,BREMERTON 015,9
precinct,BREMERTON 016,9
precinct,BREMERTON 022,9
precinct,BREMERTON 029,9
precinct,BREMERTON 030,9
precinct,BREMERTON 031,9
precinct,BREMERTON 032,9
precinct,BREMERTON 037,9
precinct,BREMERTON 040,9
precinct,BREMERTON 041,9
precinct,BREMERTON 046,9
precinct,BREMERTON 051,9
precinct,BREMERTON 052,9
precinct,BREMERTON 053,9
precinct,BREMERTON 054,9
precinct,BREMERTON 056,9
precinct,BREMERTON 058,9
precinct,BREMERTON 088,9
precinct,BREMERTON 107,9
precinct,BREMERTON 109,9
precinct,BREMERTON 114,9
precinct,BREMERTON 159,9
precinct,BREMERTON 293,9
precinct,BREMERTON 294,9
precinct,BREMERTON 296,9
precinct,BRENT CITY HALL,6
precinct,BREVATOR TWP.|70,3
precinct,BREWER,212
precinct,BREWERTON,21
precinct,BREWSTER #1,9
precinct,BREWSTER #2,9
precinct,BREWSTER #3,9
precinct,BREWSTER #4,9
precinct,BREWSTER #5,9
precinct,BREWSTER #6,9
precinct,BREWSTER FLAT,9
precinct,BREWSTER RURAL,9
precinct,BREWSTER|25,3
precinct,BREWTON CIVIC CENTER,5
precinct,BRIAR VISTA ELEM,48
precinct,BRIARCLIFF,48
precinct,BRIARLAKE ELEM,84
precinct,BRIARWOOD,48
precinct,BRICELYN|30,3
precinct,BRIDGE CREEK,9
precinct,BRIDGE FORK,21
precinct,BRIDGEFORD,8
precinct,BRIDGEMILL,40
precinct,BRIDGEPORT COMMUNITY CTR,15
precinct,BRIDGEWATER TWP.|5,3
precinct,BRIER 1,20
precinct,BRIER 2,20
precinct,BRIER 3,20
precinct,BRIER 4,20
precinct,BRIER 5,20
precinct,BRIER 6,20
precinct,BRIER 7,20
precinct,BRIER 8,20
precinct,BRIGHT STAR,104
precinct,BRIGHTON 1,1
precinct,BRIGHTON 2,1
precinct,BRIGHTON 3,1
precinct,BRIGHTSVILLE,22
precinct,BRILLIANT COMMUNITY CTR,8
precinct,BRISLET TWP.|40,3
precinct,BRISTOL TWP.|25,4
precinct,BRISTOW,76
precinct,BRITT DAVID BAPT CH,56
precinct,BRITTON'S NECK,20
precinct,BROAD STREET FIRE STATION,6
precinct,BROADWAY REC CTR,15
precinct,BROCKETT,92
precinct,BROCKETT ELEM,84
precinct,BROCKLIN,20
precinct,BROCKS MILL,27
precinct,BROCKWAY TWP|35,2
precinct,BROCKWELL,56
precinct,BROMLEY VFD SUBST,14
precinct,BROOK,20
precinct,BROOKDALE,21
precinct,BROOKFIELD TWP.|35,2
precinct,BROOKGLENN,21
precinct,BROOKGREEN,25
precinct,BROOKHAVEN,48
precinct,BROOKLYN,3
precinct,BROOKLYN CENTER P-01|200,5
precinct,BROOKLYN CENTER P-02|205,5
precinct,BROOKLYN CENTER P-03|210,5
precinct,BROOKLYN CENTER P-04|215,5
precinct,BROOKLYN CENTER P-05|220,5
precinct,BROOKLYN CENTER P-06|225,5
precinct,BROOKLYN CENTER P-07|230,5
precinct,BROOKLYN COMMUNITY CTR,6
precinct,BROOKLYN MASONIC LODGE,10
precinct,BROOKLYN PARK W-C P-1|300,3
precinct,BROOKLYN PARK W-C P-2|305,3
precinct,BROOKLYN PARK W-C P-3|310,3
precinct,BROOKLYN PARK W-C P-4|315,3
precinct,BROOKLYN PARK W-C P-5|320,3
precinct,BROOKLYN PARK W-C P-6|325,3
precinct,BROOKLYN PARK W-C P-7|330,3
precinct,BROOKLYN PARK W-C P-8|335,3
precinct,BROOKLYN PARK W-E P-1A|340,3
precinct,BROOKLYN PARK W-E P-1O|345,3
precinct,BROOKLYN PARK W-E P-2|350,3
precinct,BROOKLYN PARK W-E P-3|355,3
precinct,BROOKLYN PARK W-E P-4A|360,3
precinct,BROOKLYN PARK W-E P-4O|362,3
precinct,BROOKLYN PARK W-E P-5|365,3
precinct,BROOKLYN PARK W-E P-6A|370,3
precinct,BROOKLYN PARK W-E P-6O|375,3
precinct,BROOKLYN PARK W-W P-1O|395,5
precinct,BROOKLYN PARK W-W P-1R|397,5
precinct,BROOKLYN PARK W-W P-2|400,5
precinct,BROOKLYN PARK W-W P-3|405,3
precinct,BROOKLYN PARK W-W P-4|410,3
precinct,BROOKLYN PARK W-W P-5|415,3
precinct,BROOKLYN PARK W-W P-6|420,3
precinct,BROOKS,36
precinct,BROOKSTON|75,3
precinct,BROOKSVILLE,11
precinct,BROOKSVILLE #1,24
precinct,BROOKSVILLE #2,24
precinct,BROOKS|5,2
precinct,BROOMTOWN FIRE DEPT,16
precinct,BROOTEN|22,3
precinct,BROWN,3
precinct,BROWN MORROW BRANCH HGTS,2
precinct,BROWN'S FERRY,33
precinct,BROWNS MILL ELEM,92
precinct,BROWNS VALLEY TWP|30,2
precinct,BROWNS-GLEN ALLEN COMM CT,6
precinct,BROWNS-WHITE'S CHAPEL CTR,6
precinct,BROWNSBORO BAPT_ CHURCH,8
precinct,BROWNSDALE|80,3
precinct,BROWNSVILLE,18
precinct,BROWNSVILLE 105,9
precinct,BROWNTON CITY|20,3
precinct,BROWNVILLE FIRE DEPT,9
precinct,BROWNVILLE VFD,5
precinct,BROWNWAY,26
precinct,BRUNDIDGE-HAISTEN BLDG,7
precinct,BRUNO|45,3
precinct,BRUNSWICK TWP.|20,2
precinct,BRUSH CREEK TWP.|35,3
precinct,BRUSHY MOUND,1
precinct,BRUSHY POND COMMUNITY CTR,7
precinct,BRYANT,18
precinct,BRYANT COMMUNITY BLDG_,15
precinct,BS26,88
precinct,BTNR,32
precinct,BUCHANAN,40
precinct,BUCK CREEK FIRE,16
precinct,BUCKHORN MTN,9
precinct,BUCKHORN TOWNSHIP,1
precinct,BUCKLIN 121,9
precinct,BUCKSNORT,2
precinct,BUCKSNORT COMMUNITY CTR_,7
precinct,BUENA VISTA FIRE STATION,10
