variable,value,count
precinct,356900A,2
precinct,357,32
precinct,3570,20
precinct,3574 - LAS,7
precinct,3576 - LAS,7
precinct,3578 - COUNTY,7
precinct,3579 - COUNTY,7
precinct,35797,2
precinct,358,23
precinct,3580,20
precinct,3580 - COUNTY,7
precinct,3582 - COUNTY,7
precinct,35852,2
precinct,35886,2
precinct,359,23
precinct,3590,20
precinct,35961,2
precinct,35A,2
precinct,36,253
precinct,36 - Lonoke City W/3,16
precinct,36 - OLNEY,7
precinct,36 East Soldier,4
precinct,36 LAWTON/BANNER TWP,12
precinct,36 MT PLEASANT RURAL,5
precinct,36 PineMtn,20
precinct,36-01,15
precinct,36-02,15
precinct,36-03,15
precinct,36-11,3
precinct,36-3653,2
precinct,36-3653A,2
precinct,36-3654,2
precinct,36-3655,2
precinct,36-3655A,2
precinct,36-600 Ketchikan No. 1,7
precinct,36-610 Ketchikan No. 2,7
precinct,36-620 Ketchikan No. 3,7
precinct,36-640 North Tongass No. 1,7
precinct,36-650 North Tongass No. 2,7
precinct,36-660 Saxman,7
precinct,36-670 South Tongass,7
precinct,36-675 Hydaburg,7
precinct,36-680 Metlakatla,7
precinct,36-690 Wrangell,7
precinct,36-A/N. CAMP B,5
precinct,36-Skyland,7
precinct,36.1,12
precinct,360,163
precinct,3600,20
precinct,360000,2
precinct,360000A,2
precinct,360001,15
precinct,36001,2
precinct,36001A,2
precinct,36003,2
precinct,36003A,2
precinct,36004,2
precinct,36004A,2
precinct,36005,2
precinct,36008,2
precinct,36008A,2
precinct,3601,6
precinct,3601.,2
precinct,360101,15
precinct,360103,15
precinct,36011,2
precinct,36011A,2
precinct,360150,2
precinct,360150A,2
precinct,3601A,6
precinct,3602,13
precinct,3602 - LAS,7
precinct,3602.,2
precinct,360202,15
precinct,360205,15
precinct,360206,15
precinct,3602A,6
precinct,3603,11
precinct,360300,2
precinct,360300A,2
precinct,3603A,4
precinct,3604,9
precinct,3604 - LAS,7
precinct,360400,15
precinct,360401,15
precinct,360403,17
precinct,360403A,2
precinct,360404,15
precinct,360406,17
precinct,360406A,2
precinct,360407,15
precinct,360408,2
precinct,360408A,2
precinct,360409,17
precinct,360409A,2
precinct,360411,15
precinct,360412,17
precinct,360412A,2
precinct,360413,15
precinct,360419,15
precinct,360420,15
precinct,3604A,2
precinct,3605,13
precinct,3605 - COUNTY,7
precinct,3605.584,2
precinct,360500,2
precinct,360500A,2
precinct,360501,2
precinct,360501A,2
precinct,360502,2
precinct,360502A,2
precinct,360503,17
precinct,360503A,2
precinct,360504,2
precinct,360504A,2
precinct,360505,2
precinct,360505A,2
precinct,360507,17
precinct,360507A,2
precinct,360508,2
precinct,360508A,2
precinct,360509,2
precinct,360509A,2
precinct,360511,2
precinct,360511A,2
precinct,360512,2
precinct,360512A,2
precinct,360513,2
precinct,360513A,2
precinct,360514,2
precinct,360514A,2
precinct,360516,15
precinct,360517,17
precinct,360517A,2
precinct,360518,2
precinct,360518A,2
precinct,360519,2
precinct,360519A,2
precinct,360520,4
precinct,360520A,4
precinct,360521,2
precinct,360521A,2
precinct,360522,2
precinct,360522A,2
precinct,360523,2
precinct,360523A,2
precinct,360524,2
precinct,360524A,2
precinct,360525,2
precinct,360525A,2
precinct,360526,2
precinct,360526A,2
precinct,360527,17
precinct,360527A,2
precinct,360530,15
precinct,360532,15
precinct,360533,17
precinct,360533A,2
precinct,360534,15
precinct,360535,15
precinct,360580,2
precinct,360580A,2
precinct,3605A,6
precinct,3606,9
precinct,3606 - LAS,7
precinct,3606A,2
precinct,3607,11
precinct,3607 - LAS,7
precinct,360700,2
precinct,360700A,2
precinct,3607A,4
precinct,3608,11
precinct,3608 - COUNTY,7
precinct,360800,2
precinct,360800A,2
precinct,3608A,4
precinct,3609,11
precinct,3609 - COUNTY,7
precinct,3609A,4
precinct,360A,4
precinct,361,31
precinct,3610,31
precinct,3610 - LAS,7
precinct,361000,2
precinct,361000A,2
precinct,36104,2
precinct,36105,2
precinct,36105A,2
precinct,3610A,4
precinct,3611,11
precinct,3611 - COUNTY,7
precinct,361100,2
precinct,361100A,2
precinct,361130,2
precinct,361130A,2
precinct,3611A,4
precinct,3612,11
precinct,3612 - COUNTY,7
precinct,361200,4
precinct,361200A,4
precinct,3612A,4
precinct,3613,2
precinct,361300,2
precinct,361300A,2
precinct,3613A,2
precinct,3614,4
precinct,3614A,4
precinct,361500,4
precinct,361500A,4
precinct,361501,2
precinct,361501A,2
precinct,361502,2
precinct,361502A,2
precinct,361503,2
precinct,361503A,2
precinct,361508,2
precinct,361508A,2
precinct,361511,2
precinct,361511A,2
precinct,3616,6
precinct,361600,2
precinct,361600A,2
precinct,361601,2
precinct,361601A,2
precinct,3616A,6
precinct,3617,4
precinct,361700,2
precinct,361700A,2
precinct,361704,2
precinct,361704A,2
precinct,3617A,4
precinct,3618,2
precinct,3618A,2
precinct,361A,2
precinct,362,37
precinct,3620,24
precinct,3620A,4
precinct,3621,14
precinct,362100,2
precinct,362100A,2
precinct,362110,2
precinct,362110A,2
precinct,3621A,4
precinct,3622,8
precinct,3623,2
precinct,362300,2
precinct,362300A,2
precinct,3623A,2
precinct,3624,4
precinct,3624A,4
precinct,362500,4
precinct,362500A,4
precinct,362510,2
precinct,362510A,2
precinct,36258,2
precinct,36258A,2
precinct,3626,2
precinct,362600,2
precinct,362600A,2
precinct,36264,2
precinct,36264A,2
precinct,36266,2
precinct,36266A,2
precinct,36267,2
precinct,36267A,2
precinct,36268,2
precinct,36268A,2
precinct,3626A,2
precinct,3627,2
precinct,362700,2
precinct,362700A,2
precinct,36274,2
precinct,36279,2
precinct,36279A,2
precinct,3627A,2
precinct,362800,2
precinct,362800A,2
precinct,3629,4
precinct,362900,2
precinct,362900A,2
precinct,3629A,4
precinct,363,40
precinct,3630,19
precinct,363000,2
precinct,363000A,2
precinct,3630A,2
precinct,3631,2
precinct,363100,2
precinct,363100A,2
precinct,36316,2
precinct,36316A,2
precinct,36317,2
precinct,36317A,2
precinct,36318,2
precinct,36318A,2
precinct,3631A,2
precinct,3632,2
precinct,363200,2
precinct,363200A,2
precinct,36327,2
precinct,36327A,2
precinct,36329,2
precinct,36329A,2
precinct,3632A,2
precinct,3633,2
precinct,363310,2
precinct,363310A,2
precinct,36334,2
precinct,36334A,2
precinct,36339,2
precinct,36339A,2
precinct,3633A,2
precinct,3634,2
precinct,36340,2
precinct,36340A,2
precinct,3634A,2
precinct,3635,7
precinct,3635A,4
precinct,3636,2
precinct,363600,2
precinct,363600A,2
precinct,3636A,2
precinct,3637,2
precinct,3637A,2
precinct,3638,2
precinct,36389,2
precinct,3638A,2
precinct,3639,2
precinct,3639A,2
precinct,364,31
precinct,3640,22
precinct,36407,2
precinct,3640A,2
precinct,364200,2
precinct,364200A,2
precinct,3643,5
precinct,364300,2
precinct,364300A,2
precinct,364310,2
precinct,364310A,2
precinct,36433,2
precinct,3643A,2
precinct,364400,2
precinct,364400A,2
precinct,364510,2
precinct,364510A,2
precinct,3646,5
precinct,364600,2
precinct,364600A,2
precinct,3646A,2
precinct,364700,2
precinct,364700A,2
precinct,3648,2
precinct,364800,2
precinct,364800A,2
precinct,3648A,2
precinct,364900,2
precinct,364900A,2
precinct,365,46
precinct,3650,17
precinct,365000,4
precinct,3650001A,2
precinct,3650002A,2
precinct,3650004A,2
precinct,3650005A,2
precinct,3650005B,2
precinct,3650006A,2
precinct,3650007A,2
precinct,3650009A,2
precinct,365000A,4
precinct,3650011A,2
precinct,3650012A,2
precinct,3650013A,2
precinct,3650014A,2
precinct,3650015A,2
precinct,3650018A,2
precinct,365018,2
precinct,365018A,2
precinct,365020,2
precinct,365020A,2
precinct,365021,2
precinct,365021A,2
precinct,365027,2
precinct,365027A,2
precinct,3651,2
precinct,3651A,2
precinct,3652,3
precinct,365200,2
precinct,365200A,2
precinct,365229,2
precinct,365229A,2
precinct,3654,2
precinct,365400,2
precinct,365400A,2
precinct,3654A,2
precinct,36556,2
precinct,365600,2
precinct,365600A,2
precinct,365700,2
precinct,365700A,2
precinct,3658,3
precinct,365800,2
precinct,365800A,2
precinct,365900,2
precinct,365900A,2
precinct,366,18
precinct,3660,14
precinct,36601,2
precinct,36601A,2
precinct,36602,2
precinct,366310,2
precinct,366310A,2
precinct,36645,2
precinct,3665,3
precinct,366600,2
precinct,366600A,2
precinct,366700,2
precinct,366700A,2
precinct,367,23
precinct,3670,14
precinct,3670005A,2
precinct,3670007A,2
precinct,3670030A,2
precinct,3670031A,2
precinct,3670032A,2
precinct,3670033A,2
precinct,36701,2
precinct,36701A,2
precinct,367100,2
precinct,367100A,2
precinct,367400,2
precinct,367400A,2
precinct,367610,2
precinct,367610A,2
precinct,367700,2
precinct,367700A,2
precinct,36781,2
precinct,368,15
precinct,3680,14
precinct,3680001A,2
precinct,36803,2
precinct,36803A,2
precinct,36808,2
precinct,36808A,2
precinct,368100,2
precinct,368100A,2
precinct,36844,2
precinct,3685,3
precinct,36850,2
precinct,36850A,2
precinct,369,18
precinct,3690,17
precinct,36901,2
precinct,36901A,2
precinct,36902,2
precinct,36902A,2
precinct,36931,2
precinct,36931A,2
precinct,36932,2
precinct,36932A,2
precinct,36933,2
precinct,36933A,2
precinct,36973,2
precinct,36A,2
precinct,37,217
precinct,37 - Lonoke City W/4,16
precinct,37 - SEASIDE,7
precinct,37 CLIMBING HILL/GRT-WES,12
precinct,37 PLEASANT PRAIRIE,5
precinct,37 Union,20
precinct,37 Whitfield,4
precinct,37-01,15
precinct,37-02,15
precinct,37-03,15
precinct,37-04,15
precinct,37-11,3
precinct,37-300 Anvik,7
precinct,37-302 Grayling,7
precinct,37-304 Holy Cross,7
precinct,37-306 McGrath,7
precinct,37-308 Nikolai,7
precinct,37-310 Shageluk,7
precinct,37-312 Takotna,7
precinct,37-700 Akutan,7
precinct,37-702 Aleknagik,7
precinct,37-704 Aleutians No. 1,7
precinct,37-706 Aleutians No. 2,7
precinct,37-708 Chignik,7
precinct,37-710 Clark's Point,7
precinct,37-712 Cold Bay,7
precinct,37-714 Dillingham,7
precinct,37-716 Egegik,7
precinct,37-718 Ekwok,7
precinct,37-720 King Cove,7
precinct,37-722 King Salmon,7
precinct,37-724 Koliganek,7
precinct,37-726 Lake Iliamna No. 1,7
precinct,37-728 Lake Iliamna No. 2,7
precinct,37-730 Levelock,7
precinct,37-732 Manokotak,7
precinct,37-734 Naknek,7
precinct,37-736 New Stuyahok,7
precinct,37-738 Nondalton,7
precinct,37-740 Pedro Bay,7
precinct,37-742 Port Heiden,7
precinct,37-744 Sand Point,7
precinct,37-746 Sleetmute,7
precinct,37-748 South Naknek,7
precinct,37-750 St. George Island,7
precinct,37-752 St. Paul Island,7
precinct,37-754 Togiak,7
precinct,37-A,5
precinct,37-C,5
precinct,37-Zephyr Cove,7
precinct,37.1,12
precinct,370,162
precinct,3700,19
precinct,370000,2
precinct,3700001A,2
precinct,370000A,2
precinct,3700040A,2
precinct,3700042B,2
precinct,3700043A,2
precinct,3700044A,2
precinct,3700046A,2
precinct,3700A,2
precinct,3701,2
precinct,3701 - LAS,7
precinct,3701.,2
precinct,370101,15
precinct,370102,15
precinct,370103,15
precinct,370105,15
precinct,370106,15
precinct,370110,2
precinct,370110A,2
precinct,3701A,2
precinct,3702,4
precinct,3702 - LAS,7
precinct,370200,2
precinct,370200A,2
precinct,370201,15
precinct,370203,15
precinct,370204,15
precinct,3702A,4
precinct,3703,2
precinct,3703 - COUNTY,7
precinct,370301,15
precinct,370302,15
precinct,370303,15
precinct,370304,15
precinct,370305,15
precinct,370306,15
precinct,3703A,2
precinct,3704,2
precinct,3704 - LAS,7
precinct,3704A,2
precinct,3706,2
precinct,3706 - LAS,7
precinct,370600,2
precinct,370600A,2
precinct,3706A,2
precinct,3707,2
precinct,3707 - LAS,7
precinct,3707A,2
precinct,3708,2
precinct,3708 - LAS,7
precinct,3708A,2
precinct,3709,2
precinct,3709 - LAS,7
precinct,3709A,2
precinct,370A,2
precinct,371,31
precinct,3710,19
precinct,3710 - COUNTY,7
precinct,371000,2
precinct,371000A,2
precinct,37109,2
precinct,3710A,2
precinct,3711,2
precinct,3711 - COUNTY,7
precinct,3711A,2
precinct,3712,2
precinct,371200,2
precinct,371200A,2
precinct,3712A,2
precinct,3713 - COUNTY,7
precinct,371300,2
precinct,371300A,2
precinct,37138,2
precinct,3715 - COUNTY,7
precinct,3716 - LAS,7
precinct,3717 - LAS,7
precinct,3718 - COUNTY,7
precinct,3719 - LAS,7
precinct,371A,2
precinct,372,29
precinct,3720,19
precinct,3720 - LAS,7
precinct,3720A,2
precinct,3721,10
precinct,3721 - LAS,7
precinct,3721A,2
precinct,3722,4
precinct,3722 - LAS,7
precinct,3722A,4
precinct,3723,4
precinct,3723 - LAS,7
precinct,3723A,4
precinct,3724,2
precinct,3724 - LAS,7
precinct,372400,2
precinct,372400A,2
precinct,3724A,2
precinct,3725,2
precinct,37258,2
precinct,3725A,2
precinct,3726,2
precinct,3726 - LAS,7
precinct,372600,2
precinct,372600A,2
precinct,3726A,2
precinct,3727,2
precinct,3727 - LAS,7
precinct,3727A,2
precinct,3728,2
precinct,3728 - LAS,7
precinct,372800,2
precinct,372800A,2
precinct,3728A,2
precinct,3729,2
precinct,3729 - LAS,7
precinct,37296,2
precinct,3729A,2
precinct,373,32
precinct,3730,19
precinct,3730 - LAS,7
precinct,3730A,2
precinct,3731,2
precinct,373100,2
precinct,373100A,2
precinct,3731A,2
precinct,3732 - LAS,7
precinct,373200,2
precinct,373200A,2
precinct,3733,2
precinct,3733 - LAS,7
precinct,3733A,2
precinct,3734,2
precinct,3734 - LAS,7
precinct,373400,2
precinct,373400A,2
precinct,3734A,2
precinct,3735 - COUNTY,7
precinct,373500,2
precinct,373500A,2
precinct,3736 - COUNTY,7
precinct,3737,2
precinct,3737 - COUNTY,7
precinct,3737A,2
precinct,3738,2
precinct,3738 - LAS,7
precinct,3738A,2
precinct,3739,2
precinct,3739 - LAS,7
precinct,373900,2
precinct,373900A,2
precinct,3739A,2
precinct,374,22
precinct,3740,19
precinct,3740 - LAS,7
precinct,3740A,2
precinct,3741,2
precinct,3741 - COUNTY,7
precinct,3741A,2
precinct,3742 - LAS,7
precinct,3743 - LAS,7
precinct,3744,2
precinct,3744A,2
precinct,3745,2
precinct,3745 - LAS,7
precinct,3745A,2
precinct,3746,2
precinct,3746 - LAS,7
precinct,3746A,2
precinct,3747 - LAS,7
precinct,3748 - LAS,7
precinct,3749 - LAS,7
precinct,375,52
precinct,3750,17
precinct,3750 - LAS,7
precinct,3750005A,2
precinct,375090,2
precinct,375090A,2
precinct,3751,2
precinct,3751 - LAS,7
precinct,375100,2
precinct,375100A,2
precinct,375110,2
precinct,375110A,2
precinct,375130,2
precinct,375130A,2
precinct,375140,2
precinct,375140A,2
precinct,375170,2
precinct,375170A,2
precinct,3751A,2
precinct,3752 - LAS,7
precinct,3754 - LAS,7
precinct,375400,2
precinct,375400A,2
precinct,375420,2
precinct,375420A,2
precinct,3755 - LAS,7
precinct,3756 - COUNTY,7
precinct,375600,2
precinct,375600A,2
precinct,3757,2
precinct,3757 - COUNTY,7
precinct,3757A,2
precinct,3758 - COUNTY,7
precinct,375800,2
precinct,375800A,2
precinct,3759 - LAS,7
precinct,376,22
precinct,3760,17
precinct,3760 - LAS,7
precinct,37609,2
precinct,37609A,2
precinct,3761,2
precinct,3761 - LAS,7
precinct,37610,2
precinct,37610A,2
precinct,376110,2
precinct,376110A,2
precinct,37612,2
precinct,37612A,2
precinct,3761A,2
precinct,3762 - LAS,7
precinct,37625,2
precinct,37625A,2
precinct,37626,2
precinct,37626A,2
precinct,37627,2
precinct,37627A,2
precinct,3763,2
precinct,3763 - LAS,7
precinct,37630,2
precinct,37630A,2
precinct,37631,2
precinct,376310,2
precinct,376310A,2
precinct,37631A,2
precinct,37632,2
precinct,37632A,2
precinct,37634,2
precinct,37634A,2
precinct,37638,2
precinct,37638A,2
precinct,3763A,2
precinct,3764 - LAS,7
precinct,37640,2
precinct,37640A,2
precinct,3765 - LAS,7
precinct,37651,2
precinct,37651A,2
precinct,37654,2
precinct,37654A,2
precinct,37659,2
precinct,37659A,2
precinct,3766 - LAS,7
precinct,37664,2
precinct,37664A,2
precinct,37665,2
precinct,37665A,2
precinct,3767,2
precinct,3767 - COUNTY,7
precinct,376700,2
precinct,376700A,2
precinct,37671,2
precinct,37671A,2
precinct,37672,2
precinct,37672A,2
precinct,3767A,2
precinct,3768 - LAS,7
precinct,37684,2
precinct,37684A,2
precinct,37685,2
precinct,37685A,2
precinct,37689,2
precinct,37689A,2
precinct,3769 - LAS,7
precinct,37691,2
precinct,37691A,2
precinct,377,21
precinct,3770,17
precinct,3770 - LAS,7
precinct,37701,2
precinct,37701A,2
precinct,37704,2
precinct,37704A,2
precinct,37709,2
precinct,37709A,2
precinct,3771,2
precinct,3771 - LAS,7
precinct,37712,2
precinct,37712A,2
precinct,37717,2
precinct,37717A,2
precinct,37718,2
precinct,37718A,2
precinct,3771A,2
precinct,3772 - LAS,7
precinct,37722,2
precinct,37722A,2
precinct,37723,2
precinct,37723A,2
precinct,37724,2
precinct,37724A,2
precinct,37725,2
precinct,37725A,2
precinct,37726,2
precinct,37726A,2
precinct,3773 - LAS,7
precinct,37733,2
precinct,37733A,2
precinct,37735,2
precinct,37735A,2
precinct,3774,2
precinct,3774 - LAS,7
precinct,37745,2
precinct,37745A,2
precinct,3774A,2
precinct,3775 - LAS,7
precinct,37750,2
precinct,37750A,2
precinct,37753,2
precinct,37753A,2
precinct,37755,2
precinct,37755A,2
precinct,37758,2
precinct,37758A,2
precinct,3776 - COUNTY,7
precinct,37763,2
precinct,37763A,2
precinct,37767,2
precinct,37767A,2
precinct,37768,2
precinct,37768A,2
precinct,378,15
precinct,3780,17
precinct,3780 - LAS,7
precinct,37801,2
precinct,37801A,2
precinct,3781,2
precinct,37813,2
precinct,37813A,2
precinct,3781A,2
precinct,3782,2
precinct,3782 - LAS,7
precinct,37820,2
precinct,37820A,2
precinct,3782A,2
precinct,3783 - LAS,7
precinct,37830,2
precinct,37833,2
precinct,37833A,2
precinct,3784,2
precinct,3784 - LAS,7
precinct,3784A,2
precinct,3785,2
precinct,3785 - LAS,7
precinct,37850,2
precinct,37850A,2
precinct,37853,2
precinct,37853A,2
precinct,3785A,2
precinct,3786,2
precinct,3786 - LAS,7
precinct,3786A,2
precinct,3787,2
precinct,3787 - LAS,7
precinct,3787A,2
precinct,3788 - LAS,7
precinct,37880,2
precinct,37880A,2
precinct,37884,2
precinct,37884A,2
precinct,3789 - LAS,7
precinct,37896,2
precinct,37896A,2
precinct,379,18
precinct,3790,14
precinct,3790 - LAS,7
precinct,37901,2
precinct,37901A,2
precinct,3791 - LAS,7
precinct,3792 - LAS,7
precinct,37923,2
precinct,37923A,2
precinct,37925,2
precinct,37925A,2
precinct,37927,2
precinct,37927A,2
precinct,37931,2
precinct,37931A,2
precinct,37937,2
precinct,37937A,2
precinct,37939,2
precinct,37939A,2
precinct,3794 - LAS,7
precinct,37942,2
precinct,37942A,2
precinct,37944,2
precinct,37944A,2
precinct,37948,2
precinct,37948A,2
precinct,3795 - LAS,7
precinct,37953,2
precinct,37953A,2
precinct,37955,2
precinct,37955A,2
precinct,37956,2
precinct,37956A,2
precinct,3796 - LAS,7
precinct,37960,2
precinct,37960A,2
precinct,37973,2
precinct,37973A,2
precinct,37981,2
precinct,37981A,2
precinct,37982,2
precinct,37982A,2
precinct,37990,2
precinct,37990A,2
precinct,37997,2
precinct,37997A,2
precinct,37A,2
precinct,38,242
precinct,38 - Lonoke Twp,16
precinct,38 - SEASIDE,7
precinct,38 BELTON-WARD 1,5
precinct,38 LINE CREEK,5
precinct,38 SLOAN/SLOAN TWP,12
precinct,38 Sioux,4
precinct,38 Walker,20
precinct,38-01,15
precinct,38-02,15
precinct,38-03,15
precinct,38-04,15
precinct,38-11,3
precinct,38-3170,2
precinct,38-3170A,2
precinct,38-3180,2
precinct,38-3180A,2
precinct,38-800 Akiachak,7
precinct,38-802 Akiak,7
precinct,38-804 Aniak,7
precinct,38-806 Atmautluak,7
precinct,38-808 Bethel No. 1,7
precinct,38-810 Bethel No. 2,7
precinct,38-812 Chefornak,7
precinct,38-814 Chuathbaluk,7
precinct,38-816 Crooked Creek,7
precinct,38-818 Eek,7
precinct,38-820 Goodnews Bay,7
precinct,38-822 Kasigluk,7
precinct,38-824 Kipnuk,7
precinct,38-826 Kongiganak,7
precinct,38-828 Kwethluk,7
precinct,38-830 Kwigillingok,7
precinct,38-832 Lower Kalskag,7
precinct,38-834 Marshall,7
precinct,38-836 Mekoryuk,7
precinct,38-838 Napakiak,7
precinct,38-840 Napaskiak,7
precinct,38-842 Newtok,7
precinct,38-844 Nightmute,7
precinct,38-846 Nunapitchuk,7
precinct,38-848 Quinhagak,7
precinct,38-850 Russian Mission,7
precinct,38-852 Toksook Bay,7
precinct,38-854 Tuluksak,7
precinct,38-856 Tuntutuliak,7
precinct,38-858 Tununak,7
precinct,38-860 Upper Kalskag,7
precinct,38-Round Hill,7
precinct,38.2,12
precinct,38.3,12
precinct,380,120
precinct,3800,19
precinct,3800 - LAS,7
precinct,3800001A,2
precinct,3800002A,2
precinct,3800003A,2
precinct,3800004A,2
precinct,3800006A,2
precinct,3800007A,2
precinct,380001,15
precinct,3800010A,2
precinct,3800012A,2
precinct,3800013A,2
precinct,3800017A,2
precinct,380002,15
precinct,380004,15
precinct,380005,15
precinct,380006,15
precinct,380007,15
precinct,380008,15
precinct,380009,15
precinct,380010,15
precinct,380011,15
precinct,380014,15
precinct,380015,15
precinct,380016,15
precinct,380022,15
precinct,3800A,2
precinct,3801,13
precinct,3801 - LAS,7
precinct,3801A,6
precinct,3802,13
precinct,3802 - LAS,7
precinct,380200,2
precinct,380200A,2
precinct,3802A,6
precinct,3803,11
precinct,3803 - COUNTY,7
precinct,380300,2
precinct,380300A,2
precinct,3803A,4
precinct,3804,11
precinct,3804 - LAS,7
precinct,380400,2
precinct,380400A,2
precinct,3804A,4
precinct,3805,9
precinct,3805 - LAS,7
precinct,3805A,2
precinct,3806,13
precinct,3806 - LAS,7
precinct,380600,2
precinct,380600A,2
precinct,3806A,6
precinct,3807,9
precinct,3807 - LAS,7
precinct,380700,2
precinct,380700A,2
precinct,3807A,2
precinct,3808,9
precinct,3808 - LAS,7
precinct,38084,2
precinct,38084A,2
precinct,3808A,2
precinct,3809,2
precinct,3809 - LAS,7
precinct,38091,2
precinct,38091A,2
precinct,3809A,2
precinct,380A,2
precinct,381,17
precinct,3810,21
precinct,38104,2
precinct,38104A,2
precinct,3810A,4
precinct,3811,2
precinct,3811 - LAS,7
precinct,381116,2
precinct,381116A,2
precinct,38113,2
precinct,3811A,2
precinct,3812,6
precinct,3812 - LAS,7
precinct,3812A,6
precinct,3813,2
precinct,3813 - LAS,7
precinct,3813A,2
precinct,3814,2
precinct,3814 - LAS,7
precinct,3814A,2
precinct,3815 - LAS,7
precinct,3818,2
precinct,3818A,2
precinct,381A,2
precinct,382,17
precinct,3820,21
precinct,3820A,4
precinct,3821,2
precinct,3821 - COUNTY,7
precinct,3821A,2
precinct,3822,2
precinct,3822 - COUNTY,7
precinct,3822A,2
precinct,3823,2
precinct,3823 - COUNTY,7
precinct,38236,2
precinct,38236A,2
precinct,3823A,2
precinct,3824 - LAS,7
precinct,3826,2
precinct,3826 - LAS,7
precinct,3826A,2
precinct,3827,2
precinct,3827A,2
precinct,3828,2
precinct,3828A,2
precinct,38292,2
precinct,38292A,2
precinct,38293,2
precinct,38293A,2
precinct,382A,2
precinct,383,17
precinct,3830,17
precinct,38301,2
precinct,38301A,2
precinct,38302,2
precinct,38302A,2
precinct,38304,2
precinct,38304A,2
precinct,38305,2
precinct,38305A,2
precinct,3831 - COUNTY,7
precinct,38310,2
precinct,38310A,2
precinct,38311,2
precinct,38311A,2
precinct,38312,2
precinct,38312A,2
precinct,38313,2
precinct,38313A,2
precinct,38314,2
precinct,38314A,2
precinct,3833 - COUNTY,7
precinct,3834,2
precinct,3834 - LAS,7
precinct,3834A,2
precinct,3835,2
precinct,3835A,2
precinct,38375,2
precinct,38375A,2
precinct,38376,2
precinct,38376A,2
precinct,383A,2
precinct,384,17
precinct,3840,19
precinct,3840A,2
precinct,3841 - LAS,7
precinct,384122,2
precinct,384122A,2
precinct,3842 - LAS,7
precinct,3843 - LAS,7
precinct,3844 - LAS,7
precinct,3845,2
precinct,3845 - COUNTY,7
precinct,3845A,2
precinct,3846,2
precinct,3846A,2
precinct,384A,2
precinct,385,30
precinct,3850,9
precinct,385000,2
precinct,3850001A,2
precinct,3850003A,2
precinct,3850004A,2
precinct,3850005A,2
precinct,3850007A,2
precinct,3850008A,2
precinct,3850009A,2
precinct,385000A,2
precinct,3850010A,2
precinct,3850012A,2
precinct,3850013A,2
precinct,3850015A,2
precinct,3850016A,2
precinct,3850017B,2
precinct,3850020A,2
precinct,3850020B,2
precinct,3850021B,2
precinct,3850024A,2
precinct,3850025A,2
precinct,3850026A,2
precinct,3850027D,2
precinct,3850029A,2
precinct,3850030A,2
precinct,3850031B,2
precinct,3850032A,2
precinct,3850032B,2
precinct,3850033A,2
precinct,3850034A,2
precinct,3850035A,2
precinct,3850036A,2
precinct,3850037A,2
precinct,3850038A,2
precinct,3850039A,2
precinct,3850040A,2
precinct,3850041A,2
precinct,3850042A,2
precinct,3850043A,2
precinct,3850044D,2
precinct,3850045A,2
precinct,3850046A,2
precinct,3850047A,2
precinct,3850048A,2
precinct,3850049A,2
precinct,385005,2
precinct,3850052A,2
precinct,3850053A,2
precinct,3850055A,2
precinct,3850058A,2
precinct,385005A,2
precinct,3850060A,2
precinct,3850065A,2
precinct,3850067B,2
precinct,3850069B,2
precinct,3850070A,2
precinct,3850071A,2
precinct,3850072A,2
precinct,3850075A,2
precinct,3850076A,2
precinct,3850082A,2
precinct,3850084A,2
precinct,3850085B,2
precinct,385009,2
precinct,3850091A,2
precinct,3850092A,2
precinct,3850093A,2
precinct,3850097A,2
precinct,3850099A,2
precinct,385009A,2
precinct,385010,2
precinct,3850100A,2
precinct,3850101A,2
precinct,3850102A,2
precinct,3850103A,2
precinct,3850108A,2
precinct,385010A,2
precinct,385011,2
precinct,3850110A,2
precinct,3850113B,2
precinct,3850117A,2
precinct,385011A,2
precinct,3850120A,2
precinct,3850121C,2
precinct,3850122A,2
precinct,3850123A,2
precinct,3850128A,2
precinct,3850134A,2
precinct,3850135A,2
precinct,3850136A,2
precinct,3850137A,2
precinct,3850138A,2
precinct,385014,2
precinct,3850144A,2
precinct,3850145A,2
precinct,3850146A,2
precinct,3850147A,2
precinct,385014A,2
precinct,385015,2
precinct,3850150A,2
precinct,3850151A,2
precinct,3850151C,2
precinct,3850152A,2
precinct,3850153A,2
precinct,3850154B,2
precinct,3850156A,2
precinct,3850157A,2
precinct,3850158A,2
precinct,3850159A,2
precinct,385015A,2
precinct,3850163A,2
precinct,3850164A,2
precinct,3850166B,2
precinct,385017,2
precinct,3850170A,2
precinct,3850170B,2
precinct,3850171A,2
precinct,3850175A,2
precinct,3850178A,2
precinct,3850179A,2
precinct,385017A,2
precinct,3850184A,2
precinct,3850185A,2
precinct,3850190A,2
precinct,3850198A,2
precinct,3850200A,2
precinct,3850201A,2
precinct,3850202A,2
precinct,3850204A,2
precinct,3850209B,2
precinct,3850210A,2
precinct,3850211A,2
precinct,3850212A,2
precinct,3850213A,2
precinct,3850215B,2
precinct,3850216A,2
precinct,3850220A,2
precinct,3850222B,2
precinct,3850223A,2
precinct,3850227A,2
precinct,3850229A,2
precinct,3850237B,2
precinct,3850239B,2
precinct,385024,2
precinct,3850241A,2
precinct,3850242A,2
precinct,3850244A,2
precinct,3850246A,2
precinct,3850247A,2
